;274768;
Жидкость в правым плевральном синусе;1;
По данным тканевой допплерографии определяется псевдонормальное наполнение ЛЖ;1;
срединных переднего и перегородочных сегментов ЛЖ Снижение глобальной сократительной способности правого желудочка TAPSE;1;
Признаки небольшого перикардиального выпота — расхождение листков перикарда по задней;1;
Исследование проводилось на тахисистолии!!!;1;
гипокинезии нижней стеноки ЛЖ;1;
Допплер КГ Трикуспидальная и аортальная регургитация приклапанная;1;
Визуализация крайне затрудненавследствие анатомоконституциональных особенностей пациента;1;
Глобальная сократимость желудочков сохранена LVEF %;1;
Небольшая концентрическая гипертрофия ЛЖ ИММ*;1;
передняя створка пролабирует;1;
Транссептальный кровоток не выявлен;1;
Масса миокарда и ИММ не повышеныГлобальная сократительная функция ЛЖ значительно снижена ФВ % за счет гипоакинезии миокарда верхушки сердца и дистальных сегментов циркулярно;1;
Резкое снижение глобальной сократимости выраженной степени за счет акинезии верхушки;1;
резидуальный ДМЖП;1;
Глобальная сократительная способность ЛЖ снижена ФВ Simpson BP % Сократительная способность ПЖ снижена TAPSE;1;
Диастолическая дисфункция за счет наркшения релаксации;1;
Атеросклероз Ао и АоК;1;
Минимальное количество жидкости в полости перикарда расхождение листков под правым предсердием;1;
Асиметричная гипертрофия ЛЖ;1;
Легочный ствол легко дилатирован;1;
верхушечного и срединного сегмента МЖП;1;
полулуния его умеренно уплотнены;1;
утолщены с участками кальциноза у основания и на протяжении;1;
Визуализация затруднительна;1;
затруднена;1;
Аорта легко расширена на уровне синусов Вальсальвы и в в восходящем отделе;1;
утолщены створки аортального клапана;1;
Линейный фиброз МЖП;1;
стенка;1;
В остальном без динамики;1;
начальная дилатация ПЖ;1;
Заключение Умеренная дилатация всех камер сердца;1;
Створки МК легко уплотнены;1;
Визуализация снижена Камеры сердца не расширены;1;
Визуализация не оптимальная!;1;
Правые камеры без особенностей;1;
Лёгкая митральная и артальная недостаточность;1;
ритм выраженная аритмия на момент осмотра;1;
умеренная дилатация полости левого желудочка;1;
ритмс частотой;1;
Глобальная сократимость ЛЖ снижена EF по Simpson ~%В полостях сердца;1;
Площадь аортального отверстия —;1;
масса миокарда ЛЖ не повышена ИММ* ~;1;
Расчетное СДЛА легко повышено Патологического шунтирования кровотока не лоцируется;1;
Полулуния аортального клапана фрагментарно кальцинированы с формированием легкого аортального стеноза и легкой аортальной недостаточности аортальная регургитация;1;
Достоверно тромбов в полостях сердца не выявлено;1;
ТрК без особеннотсей;1;
Гипертрофия миокарда ЛЖ эксцентрического типа;1;
Диссинхронизм сокращения МЖП за счет ПБЛНПГ;1;
Ао и Аополулуния незначительно уплотнены;1;
На висцеральном листке перикарда за свободнойй стенкой ЛЖ наслоения неравномерной эхоплотности вероятно фибрин;1;
Кровоток на АК не ускоренСтворки митрального клапана уплотнены;1;
гипокинезии задней и нижней стенок;1;
Створки митарльного клапана уплотнены;1;
способность ЛЖ;1;
ПП относительно расширено;1;
без признаков шунтирования крови через него;1;
Ао занчительно расширена в восхотделе;1;
года;1;
Левый желудочек небольшого объема;1;
отсутствие эффекта спонтанного контрастирования;1;
Концентрическая гипертрофия ЛЖ ИММЛЖ рост;1;
В аортальный позиции механический протез;1;
мм с наслоениями фибрина;1;
кроме базального сегмента;1;
Допплер КГ Митральная и пульмональная регургитация;1;
ФИО Прудников Александр Александрович;1;
Консультация кх аритмолога для решения вопроса о СРТД;1;
Глобальная сократимость Лж снижена ФВ Simpson;1;
см Ао син;1;
Кровоток на АК значительно ускорен;1;
Умеренная дилатация левого предсердрия;1;
Глобальная систолическая функция ЛЖ легко снижена за счет акинезии задней стенки;1;
Сократительная способность сниженаСубэндокардиальный фиброз;1;
ограниченный выпот в небольшом количестве;1;
за счет гипоакинезии мокарда верхушки сердца и дистальных сегментов циркулярно;1;
расширение ПЖ и ПП;1;
с петлями на уровне Трк клапана;1;
выраженная систолическая дисфункция ЛЖФВ % за счет акинезиис истончением дистальных;1;
Диастолическая дисфункция рестриктивный тип кровотока;1;
размеры остальных камер в пределах нормы;1;
Акинезия задней стенки и срединного сегмента боковой стенки ЛЖ;1;
срединнодистальных сегментов передней стенки и дистальных сегментов остальных стенок ЛЖ с умеренным снижением глобальной сократительной способности миокарда ЛЖ;1;
Диастолическая функция ЛЖ по ригидному типу нарушение релаксации;1;
Восходящая часть аорты и дуга;1;
правый желудочек на верхней границе нормы;1;
Небольшое расширение брюшного отдела аорта;1;
Масса миокарда повышена выраженная эксцентрическая ГЛЖ;1;
дискинезия в верхушечных сегментах МЖП;1;
TR Vol;1;
акинезия верхушечных сегментов передней и боковой стенок;1;
Повторное исследование;1;
створки уплотнены мелкий кальцинаты в основании полулуний Vmax;1;
масса миокарда повышена концентрическая;1;
основанием прикрепленное к верхушке;1;
кольцо  уплотнены Vmax;1;
Аортальной регургитации нет Легкая дилатация левого предсердия;1;
Глобальные систолическая и диастолическая функции обоих желудочков сохраненыАорта не расширена;1;
млм и ЛП индекс объема ЛП;1;
% Перикад без особенностей Допплер ЭХО КГ Митральная регургитация;1;
МНЕдст;1;
срединного и верхушечного сегментов передней стенки ЛЖ;1;
Систолическое давлеение в ЛА легко повышено;1;
апикальных сегментов нижней;1;
Глобальная сократительная способность не сниженаУмеренная гипокинезия срединных;1;
Умеренно количество жидкости в полости перикарда с расхожденим листков до мм;1;
дистальных и срединных передних боковых и перегородочных сегментов ЛЖ;1;
Общая сократимость ЛЖ легко снижена % по Simpson BP;1;
Глобальная систолическая функция ЛЖ незначительно снижена за счет акинезии передней;1;
Глобальная сократительная функция ЛЖ снижена ФВ % за счет гипокинезии миокарда верхушки сердца и дистальных сегментов циркулярно;1;
увеличенное ЛП и РСДЛА;1;
При сравнении с результатом от;1;
гиперлабильна;1;
гиперкинетичен ФВ ЛЖ;1;
АКШ;1;
створки выраженный кальциноз Vmax;1;
размеры желудочков сердца на уровне верхней границы нормы;1;
Индекс массы миокарда ЛЖ на верхней границе нормы ИММ* ~;1;
боковой стенок ЛЖ верхушечного сегмента передней стенки ЛЖ;1;
Легкый митральный стеноз створки утолщены;1;
перегородочного и бокового сегментов ЛЖ;1;
% ДД по рестриктивному типу;1;
Расчетное сист давление в легочной артерии ок;1;
Глобальная сократимость левого желудочка несколько снижена на фоне акинезии базального;1;
Исследование выполнено на тахисистолии;1;
см и диастолической дисфункции ПЖ не выявлено;1;
акинезия срединного и верхушечного сегмента нижней задней и передней стенок;1;
Глобальная сократительная функция ЛЖ значительно не снижена ФВ %;1;
Дискинезия верхушки ЛЖ без снижения глобальной сократительной способности ЛЖ EF BP;1;
Легкая эксцентрическая ГЛЖ;1;
Диастолическая функция ЛЖ нарушена по TDI;1;
преимущественно левог;1;
правые не расширены;1;
нижнебокового и переднебокового сегментов гипоакинезии срединных нижнеперегородочного;1;
Умеренный пульмональный стеноз Vmax;1;
базальных и срединных сегментов нижней стенки и МЖП;1;
Незначительно расширено ЛПв длину;1;
акинзии срединного сегмента МЖП;1;
Глобальная систолическая функция ЛЖ легко снижена за счет дискинезии верхушкианевризма;1;
трукуспидальная регургитация;1;
Трикуспидальную регургитацию визуализировать не удалось;1;
эпизоды аллоритмии по типу тригеминии;1;
В сравнении с ЭхоКГ о;1;
Спонтанное контрастирование полостей сердца;1;
всей боковой стенки;1;
трети МПП мм втор ДМПП;1;
Расширен ствол ЛА до;1;
количество жидкости не превышает физиологического;1;
Полость ЛП незначительно расширена;1;
Расхождение листков перикарда по задней стенки;1;
ммртст ОАП Супрастернальный доступ для локации затруднен;1;
занижен на фоне систолической дисфункции ЛЖ;1;
Гипокинезия верхушки и участков МЖП;1;
Диастолическая дисфункция ЛЖ псевдонормализациярестрикция;1;
через которую лоцируется кровоток;1;
Сократительная способность миокарда ЛЖ выраженно снижена;1;
ЛГ степени;1;
"Тентинг" передней створки;1;
В правых камерах сердца электрод ЭКС;1;
МЖП незначительно утолщена Гипокинезия срединного и базального сегмента боковой стенки;1;
стенок;1;
Короткий протокол с целью оценки глобальной и локальной сократимости ЛЖ и ПЖ;1;
Сократительная способность сниженаДиффузная гипокинезия +Фиброз;1;
ПЖ сохранена;1;
Масса миокарда и не повышена;1;
кальцинаты на подклапанных структурах;1;
В области верхушки лоцируется эхопозитивное образование;1;
Значительно снижена сократительная способность миокарда ЛЖ за счет диффузной гипокинезии;1;
без признаков значимого их коолабирования;1;
Умеренно снижена систолическая функция ЛЖ за счет акинезии задненижней и боковой стенок;1;
Аорта незначительно расширена в влосходящем отделе;1;
Площадь поерхности тела квм ЧСС ритм синусовый ЧСС;1;
Расширена легочная артерия;1;
Асинхронизм МЖП как признак нагрузки на ПЖ;1;
минимальное снижение расчетного систолического давления в ЛА;1;
Кальциноз АК легкий АС + АН;1;
мм по направлению из левого в правое предсердие открытое овальное окно;1;
Перед передней стенкой ПЖ в полости перикарда;1;
Расчетное систолическое давление в легочной артерии легко повышено по времени ускорения кровотока в ЛА;1;
за счёт перикардиальной констрикции;1;
В дистальном боковом сегменте нельзя исключить наличие тканевого дефекта;1;
Кровоток незначительно ускорен с формированием легкого аортального стенозаPG средн;1;
мелкие кальцинаты основания ЗС МК;1;
Трикуспидальный клапан обычный;1;
В области верхушки сердца лоцируется пристеночный тромб * мм;1;
Заключение Глобальная сократительная функция ЛЖ легко снижена ФВ % за счет акинезии верхушки сердца дистальных перегородочного;1;
Общая сократительная способность миокарда ЛЖ выраженно снижна;1;
хорошо спадается на вдохе;1;
Диффузная гипокинезия стенок левого желудочка;1;
Миокард желудочков утолщен;1;
гипоакинезия МЖП и передней стенки на протяжении;1;
выраженной гипокинезии базального и срединного сегментов нижней стенки ЛЖ;1;
передняя створка пролабирует до;1;
в покое умеренно ускорен;1;
Глобальная систолическая сократимость ЛЖ легко снижена EF BP;1;
В полости правого предсердия подвижные эхосигналы удлиненного Евстахиевого клапана;1;
небольшая дилатация левого желудочка и правого предсердия;1;
дистального и срединного сегментов свободной стенки правого желудочка с наличием изоэхогенного содержимого расхождение листков перикарда за задней и боковой стенкой ЛЖ;1;
выявлен гипокинез базальных и срединных нижних и нижнебоковых сегментов ЛЖ;1;
поверхность печени гладкая Селезенка не увеличена;1;
дистальных сегментов циркулярно срединных и базальных боковых и передних сегментов ЛЖ;1;
Пограничные размеры левого желудочка;1;
Гипокинезия верхушечных сегментов передненижнеперегородочной;1;
Полость ЛП умеренно расширена;1;
В полости ПЖ лоцируется электрод ИКД фиксированный в средней;1;
Перед ПЖ;1;
вероятно аневризма плохое качество визуализации;1;
Стенки его умеренно утолщены за счет срединных сегментов МЖП с истончением нижней стенки ЛЖ;1;
гипокинезия срединного и верхушечного сегментов МЖП;1;
выявлена гипокинезия верхушки сердца;1;
гипокинезия базальных нижнего и нижнебокового сегментов ЛЖ;1;
Диастолическая дисфункция ригидного типа;1;
смс Феномен спонтанного контрастирования полости ЛЖ;1;
Правое предсердие расширено ПЖ на верхней границе нормы;1;
Стенки его неутолщены;1;
который направляет имеющийся левоправый шунт параллельно МЖП в сторону трикуспидального клапана;1;
Стенки его утолщены концентрическая гипертрофия;1;
Аорта расширена в синусах и в восходящем отделе до;1;
легкая гипокинезия верхушки ЛЖ;1;
ложные хорды в полости;1;
Умеренная дилатация ЛП увеличен индекс объема;1;
Размер и объем левого предсердия легко увеличены;1;
раскрытие полулуний ограничено;1;
ЭКС системы В правых камерах электроды ЭКС системы;1;
кинетика выраженный асинхронизм МЖП на фоне внутрижелудочковой блокады;1;
Визуализация сердца не оптимальная;1;
Аорта незначительно расширена корень в синусах до;1;
Систолическая функция ПЖ не нарушена TAPSEсм;1;
Миокард левого желудочка умеренно утолщен на уровне базальных сегментов МЖП;1;
срендинного сегментов МЖП;1;
Определяется акинезия боковой;1;
незначительная гипокинезия миокарда МЖП и нижней стенки;1;
Убедительных данных за значимые стенозы и нарушение герметичности щита МастардаСеннинга не получено;1;
толщина МЖП в срединном сегменте;1;
Рекомендовано повторное исследование после удаления интрадьюсера;1;
прогиб задней створки;1;
Значимая дилатация левого предсердия увеличен индекс объема;1;
Визуализация возможна только из эпигастральной позиции в связи с вынужденным положением больного;1;
мм ртстлегкий стеноз АоК;1;
акинезии дистального и срединного сегментов МЖП и передней стенки;1;
На висцеральном листке перед ПЖ;1;
с акинезией нижней;1;
Глобальная систолическая функция ЛЖ легко снижена на фоне акинезии задней;1;
Признаки диастолической дисфункции ЛЖ по типу нарушения релаксации;1;
утолщены створки АК;1;
Перикард б\о;1;
акинезии нижних;1;
повышения рассчетного давления в ЛА;1;
Ограничение подвижности створок АоК;1;
Глобальная сократительная способность миокарда ЛЖ умеренно снижена за счет акинезии задней и нижней стенок;1;
Гиса на фоне диффузной гипокинезии миокарда ЛЖ;1;
Глобальная систолическая функция ЛЖ резко диффузно снижена;1;
Акинезия верхушечного сегмента передней стенки ЛЖ;1;
Клапаны без изменений;1;
БазовыйOeacaoaeuIacaaieaNienieIniiaiieoaenoУказательНазваниеСписокОсновнойтекстЗаголовокДилатация левого желудочка;1;
Лоцируется зона акинезии миокарда ЛЖ переднеперегородочной области на срединном и дистальном уровнях с захватом верхушки ЛЖ и умеренным снижением общей сократительной способности ЛЖ;1;
Диастолическая функция ЛЖ норма;1;
дилатирован;1;
Короткий протокол исследования с целью оценки систолической функции ЛЖ перед КАГ Умеренная дилатация левого желудочка;1;
Гипокинезия нижней стенки и базального нижнеперегородочного сегмента;1;
дилятация правого предсердия;1;
Значительно уплотнен задний сегмент Мкольца;1;
Складывается впечатление об акинезии срединных и верхушечных сегментов передней стенки и МЖП на фоне умеренной диффузной гипокинезии;1;
Диаметр ствола ЛА до;1;
Гипокинезия верхушечных перегородочных сегментов;1;
Дилятация полости правого предсердия;1;
Фракция выброса в М и В режимах %;1;
Лоцируется свободная жидклсть в левой плевральной полости;1;
Пульмональная регургитация приклапанная Расчетное систолическое давление в легочной артерии умеренно повышено;1;
за счет параклапаннной фистулы;1;
срединнодистальных сегментов нижней и дистальных сегментов боковой стенок ЛЖ;1;
Глобальная сократительная функция ЛЖ умеренно снижена за счет диффузной гипокинезии;1;
Кальциноз основания задней створрки МК;1;
Умеренные склеродегенеративные изменения аорты и клапанного аппарата;1;
ограничение ее подвижности;1;
Уплотнены головки папиллярных мышц;1;
Уплотнена МЖП;1;
Небошльшой систолический пролапс створок;1;
кинетика акинезия задней стенки;1;
систолическая и диастолическая дисфункция ПЖ;1;
степени Трикуспидальный клапан створки не изменены регургитация приклапанная Пульмональный клапан Vmax;1;
В полости перикарда физиологическое количество жидкости за задней стенкой ЛЖ в диастолу расхождение листков перикарда до;1;
митрального клапанов значительно уплотнены с наличием мелких кальцинатов;1;
Акинезия верхушки и верхушечного сегмента передней части МЖП;1;
ортоградный кровоток на них без признаков нарушения;1;
Спектр кровотока в выносящем тракте ЛЖ имеет саблевидную форму;1;
Расчетное давление в лёгочной артерии повышено около;1;
Нарушено расслабление ПЖ;1;
нельзя исключить свежий тромб в обл;1;
гипокинезии срединных отделов нижней;1;
мм Митральная регургитация приклапанная;1;
Истончение миокарда в облверхушки;1;
Имеется небольшое количество свободной ждкости в полсти перикарда с расхождением листков перикарда в заднем перикардиальном пространстве;1;
Систолическая функцуия ЛЖ сохранена;1;
за ЗСмм;1;
Количество жидкости в полости перикарда не превышает физиологическоеЗначимая клапанная регургитация не выявлена;1;
Ао ит Аополулуния без особенностей;1;
Сократительная способность миокарда ЛЖ умеренно снижена на фоне его концентрической гипертрофии;1;
Уплотнены АоК и МК Нижняя полая вена не расширена;1;
коллабируется расширенными правыми камерами сердца;1;
Глобальная систолическая функция ЛЖ умеренно снижена % за счет дискинезии верхушки;1;
Снижена сист;1;
Среднее давление в ЛА вероятно повышено;1;
Минимальное количество жидкости в полости перикарда за;1;
Легкая гипокинезия верхушкиПоказатели глобальной сократительной способности ЛЖ сохранены;1;
Глобальная сократительная функция ЛЖ на уровне нижней границы нормы;1;
вероятно за счет дисфункции папиллярных мышц;1;
Выраженные склеродегенеративные изменения аорты и АоК;1;
Ускорения кровотока на аортальном клапане нет;1;
Легко расширно ЛП;1;
Эхо КГ cito;1;
Гипокинезия нижней стенки ЛЖ и МЖП базальных и срединных сегментов;1;
Раскрытие МК ограничено;1;
Легочный ствол начально расширен;1;
Хорошо сокращаются только базальные и срединные сегменты МЖП;1;
с наличием мелких краевых кальцинатов на АоК;1;
Тромбов в полости ЛЖ не определяется;1;
ПП расширеноТрикуспидальная недостаточность;1;
Признаков диастолической дисфункции ЛЖ не выявлено;1;
толщина миокарда на верхней границе нормы;1;
значительно утолщен базальный сегмент МЖП до;1;
Лоцируется минимальная сепарация листков перикарда за базальными сегментами боковой стенки ЛЖ до;1;
Выраженный феномен спонтанного контрастирования камер сердца;1;
Значительная дилатация правого предсердия;1;
и в восходящем отделе не расширена;1;
глобальная систолическая функция ЛЖ умеренно снижена за счет акинезии верхушки ЛЖ;1;
Миокард ЛЖ несколько утолщен;1;
мс Заключение Меж и внутрижелудочковой диссинхронии миокарда не выявлено;1;
расчётное систолическое давление не изизмерено;1;
Сократительная способнотсь миокарда ЛЖ общая умеренно снижена;1;
Аортальный клапан бикуспидальный;1;
Асинхронизм МЖП на фоне ЖЭ;1;
Мелкие кальцинаты в подклапанных структурах;1;
Акинезия нижнеперегородочной стенки;1;
Далатация правого предсердия;1;
уменьшена полость ЛЖ;1;
Кровоток ускорен средний градиент –;1;
выраженная объем более;1;
Признаков лёгочной по АТ в ВТПЖ гипертензии нет;1;
см ЛП;1;
акинезии апикальных сегментов всех стенок;1;
Глобальная сократимость ЛЖ легко снижена ФВ около %;1;
ИММ Лж повышен;1;
лёгкая гипокинезия базального и срединного боковых сегментов ЛЖ;1;
верхушки лоцируется средней эхогенности с элементами организации пристеночный;1;
выявлена гипоакинезия миокарда верхушки сердца и дистального перегородочного сегмента ЛЖ;1;
лёгкая обструкция выносящего тракта ЛЖ;1;
плотно фиксированного;1;
задней части МЖП и боковой стенки ЛЖ;1;
Допплер КГ Аортальная;1;
Лечебнореабилитационный корпусФИО Белякова Ирина Владимировна АмбулаторноЭХОКГ с тканевой допплерографией миокарда ЭХОКГ с ТДГОценка межжелудочковой диссинхронии МЖДQRSAo;1;
Небольшая дилатация левого предсердия и правого желудочка;1;
гипокинезии срединных перегородочных сегментов ЛЖ;1;
ФВ снижена до %;1;
расширена дуга аорты;1;
средниймм ртст;1;
Общая сократимость ЛЖ легко снижена;1;
Состояние гемодинамики на Мпротезе;1;
ТРегст;1;
Гипоакинезия задненижней стенки;1;
Визуализированные левые камеры сердца не увеличены;1;
левые полости сердца расширены;1;
передняя створка удлинена;1;
срединных сегментов передней и боковой стеной;1;
Кальциноз +++ задней створки митрального клапана;1;
аортальная регургитация о степени;1;
верхушки сердца и дистальных переднего и бокового сегментов ЛЖ;1;
ЛА не изменена;1;
Правый жеолудочек не расширен;1;
Масса миокарда на уровне верхней границы нормы;1;
с реверсом в легочные вены;1;
диаметр ветвей правой;1;
Масса миокарда левого желудочка легко увеличена ИММ*;1;
Выраженное снижене сократительной функции ЛЖ;1;
Уплотнены и фрагментарно кальцинированы створки аортального клапана;1;
Аортальный клапан – без особенностей;1;
Глобальная сократительная способность миокарда ЛЖ снижена за счет акинезии дистальных сегментов боковой и передней стенок;1;
базального сегмента нижней части межжелудочковой перегородки гипокинезия задней и боковой стенок ЛЖ;1;
Заключение Диссинхронии нет;1;
см в систолу в диастолу расхождения нет;1;
увеличение размеров ЛЖ;1;
Стенки его умеренно утоолщены;1;
срединных и дистальных передних и переднеперегородочных сегментов ЛЖ;1;
боковой и переднейстенок ЛЖ;1;
фрагментарно кальцинированы с мелкими кальцинатами в основаниях и по краям полулуния аортального клапана;1;
Диастолическая дисфункция ЛЖ по псевдонормальному типу Еe;1;
На фоне общей гипокинезии миокарда сохраняются зоны акинезии в области верхушки;1;
дилатация обоих предсердий левого;1;
масса миокарда не повышена концентрическая гипертрофия ЛЖ;1;
стпенеи;1;
Без существенной динамики по сравнеию с ЭхоКГ от;1;
ЭКГ руправляемая ЭКС с частотой;1;
повторное ЭХОКГ исследование после стабилизации состояния;1;
Значимая митральная и трикуспидальная недостаточность;1;
отмечается тенденция к снижению фракции выброса ЛЖ % по Simpson;1;
базальных сегментов МЖП и нижней стенки ЛЖ;1;
Ао относительно расширена в вохотделе;1;
Расхождение листков перикарда за правым желудочком;1;
Тромб;1;
ЗАКЛЮЧЕНИЕочаговые изменения нижней стенки левого желка;1;
миукард ЛЖ утолщен;1;
верхушечных и срединных сегментов МЖП;1;
НПВ не коллабирует гиперволемия;1;
Жидкость в полости перикарда по боковой поверхности ПЖ и верхушки до;1;
истончение миокарда верхушки;1;
гипоакинезии боковой и передней стенкок;1;
Систолическая функция ЛЖ умеренно снижена ФВ около % за счет акинезии задней стенки;1;
всех сегментов задней стенки ЛЖ;1;
смм и левого предсердия;1;
Гипокинезия передней стенки и верхушки ЛЖ;1;
Тромбов в ЛП не визуализируется;1;
Нижняя стенка срединные и базальные сегменты гипокинетичны;1;
Sобразный изгиб МЖП утолщены;1;
Лоцируется гипокинезия верхушечного сегмента боковой стенки и верхушки Глобальная сократительная способность ЛЖ сохранена;1;
На протезе митрального клапана скорость кровотока допустимая для протеза данного типа V max –;1;
С учётом наличия типичных ангинозных болей по Braunwald;1;
Отчетливых зон гипоакинезии нет;1;
Диастолической дисфункции ЛЖ и ПЖ не изменена;1;
определяется расхождение листков перикарда за верхушкой ЛЖ до;1;
Вихуализация из апикального доступа;1;
Рекомендовано ЧПЭХО для оценки морфологии данного образования;1;
Глобальная сократительная способность ЛЖ умеренно снижена за счет акинезии нижней;1;
Короткий протокол нарушения общей и региональной сократимости прежние;1;
плотно фиксированный;1;
!;1;
урежения ЧСС;1;
Трикуспидальная и митральная регургитации;1;
небольшой кальцинат на некоронарном полулунии Vmax;1;
Минимальная аортальная недостаточность;1;
боковой стенки на дистальном и срединном дистальном уровнях;1;
Короткий протокол с целью полости перикарда;1;
Исследование на фоне ФП с ЧСЖ до;1;
Качество эхолокации субоптимальное;1;
ФВ Simpsonмл;1;
стенки ее уплотнены Уплотнены АоК и МК;1;
правыми камерами до мм;1;
В НПВ имеется рыхлый;1;
см базального сегмента нижней стенки с дефектом;1;
ФИО Расчетова Раиса Ивановна;1;
IIA enoiaii — ni;1;
Перкиард без особенностей;1;
Акинезия базального и верхушечного сегментов нижнеперегородочной стенки;1;
тяжелому АС и среднемуумеренный АС градиенту;1;
Акинезия верхушки ЛЖ с участками дискинезии;1;
Левый желудочек толщина МЖП;1;
Исследование для оценки функции ЛЖ;1;
Сепарация листков перикарда за заднебоковыми сегментами на срединнобазальном уровне до;1;
Зона акинезии в срединных и базальных сегментах нижней и заднебоковой стенки ЛЖ и в верхушечном сегменте нижней стенки ЛЖ;1;
большая из них;1;
% за счет акинезии апикального и базального сегментов нижней стенки ЛЖ и апикального сегмента МЖП;1;
МК створки;1;
ИММ ЛЖ легко повышен верхняя граница нормы;1;
Приклапанная трикуспидальная регургитацияРасширен ствол лёгочной артерии;1;
мс средний градиент;1;
Сохраняется левоправый шунт градиент мм ртст дефект дистальнеее окклюдера около мм и резидуальный ток через окклюдер;1;
Кальциноз заднего сегмента кольца МК;1;
Глобальная систолическая функция ЛЖ значительно снижена за счет выраженного фиброза;1;
Вынужденное положение пациента в связи с выраженным болевым синдромом;1;
Проявления внутрижелудочковой диссинхронии преимущественно в переднеперегородочной области миокарда ЛЖ;1;
Зон нарушений локальной сократимости достоверно не лоцируется;1;
без особеностей;1;
Стенки его значительно утолщены концентрическая гипертрофия ЛЖ;1;
на вдохе спадается % Перикард без особенностей Допплер ЭХО КГ МР;1;
выявлена гипокинезия верхушки сердца и дистальных сегментов циркулярно;1;
Выявлено снижение глобальной сократительной способности ПЖ TAPSE;1;
